Course_Name,Course_ID,CU_Pk1,Item_Position,Gradebook_Item,Gradebook_Type,Gradebook_Date,Grade_Catagory,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,23,3-1.1: BrainPop Periodic Table of the Elements,N,33:45.9,,,3.5,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,24,3-1.2: Periodic Table of the Elements Lab,N,58:50.4,Hw,,5,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,25,3-2.1: pH Analysis Lab,N,18:22.2,Hw,,0,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,26,3-3.1: Drug Analysis and Toxicology DB #5,N,36:50.7,Hw,,3,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,27,3-4.1: A Very Cold Case DB #6,N,34:14.0,Hw,,5,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,28,3-4.2: Mystery Powder Lab,N,40:08.7,Hw,,9.5,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,29,Unit 3 Assessment,N,58:25.1,Qz,,18,0,30,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,30,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,127.38,185,185,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,31,4-1.1: Compare/Contrast Microscopes Assignment,N,17:47.7,Hw,,15,0,15,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,23:47.5,Hw,,0,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,33,Unit 4 Assessment,N,52:41.1,Qz,,14,0,24,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,34,5-1.1: BrainPop Video on DNA,N,10:14.4,,,4,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,35,5-1.2: DNA DB #7,N,47:15.2,Hw,,5,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,36,5-2.1: DNA Lab,N,36:10.1,Hw,,10,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,37,Unit 5 Assessment,N,54:20.1,Qz,,10,0,24,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,38,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,185.38,278,278,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,NULL,Hw,,NULL,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,40,6-2.1: Fingerprint Analysis Assignment,N,NULL,Hw,,NULL,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,NULL,Hw,,NULL,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,42,Unit 6 Assessment,N,NULL,Qz,,NULL,0,30,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,43,7-1.1: Can You Identify a Forgery? Assignment,N,NULL,Hw,,NULL,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,44,7-2.1: Questioned Documents Case Studies DB #9,N,NULL,Hw,,NULL,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,45,7-2.2: Handwriting Analysis,N,NULL,Hw,,NULL,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,46,7-3.1: TWEAS Case DB #10,N,NULL,Hw,,NULL,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,47,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,NULL,Hw,,NULL,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,48,Unit 7 Assessment,N,NULL,Qz,,NULL,0,20,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,49,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,185.38,388,388,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,NULL,Hw,,NULL,0,50,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,185.38,0,438,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,405.63,0,438,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,9,WORK ATTEMPTED,T,NULL,,,405.63,438,438,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,57:03.2,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,11,0-1.2: Intro Assignment - DB #1,N,54:24.5,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,12,0-1.3: Intro Assignment - Submitting Files,N,17:22.8,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,13,1-1.1: Lesson 1-1 Graphic Organizer,N,06:57.2,Hw,,4.25,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,14,1-2.1: Explore a Career Assignment,N,59:21.0,Hw,,12,0,12,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,15,1-2.2: Explore a Career DB #2,N,01:26.3,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,16,1-2.3: Lesson 1-2 Graphic Organizer,N,18:01.3,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,17,Unit 1 Assessment,N,47:47.9,Qz,,18,0,20,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,18,2-1.1: Crime Scene DB #3,N,31:02.7,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,19,2-2.1: Evidence Collection DB #4,N,11:50.0,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,20,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,69.25,72,72,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,21,2-3.1: Hair Analysis Lab,N,38:58.9,Hw,,9.38,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,22,Unit 2 Assessment,N,44:47.1,Qz,,22,0,28,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,23,3-1.1: BrainPop Periodic Table of the Elements,N,44:00.7,,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,24,3-1.2: Periodic Table of the Elements Lab,N,07:32.4,Hw,,10,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,25,3-2.1: pH Analysis Lab,N,04:02.4,Hw,,10,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,26,3-3.1: Drug Analysis and Toxicology DB #5,N,05:48.9,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,27,3-4.1: A Very Cold Case DB #6,N,15:43.7,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,28,3-4.2: Mystery Powder Lab,N,03:48.5,Hw,,10,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,29,Unit 3 Assessment,N,42:13.4,Qz,,28,0,30,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,30,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,173.63,185,185,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,31,4-1.1: Compare/Contrast Microscopes Assignment,N,43:19.6,Hw,,15,0,15,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,38:15.7,Hw,,10,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,33,Unit 4 Assessment,N,55:55.0,Qz,,18,0,24,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,34,5-1.1: BrainPop Video on DNA,N,09:55.6,,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,35,5-1.2: DNA DB #7,N,15:20.3,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,36,5-2.1: DNA Lab,N,52:13.7,Hw,,10,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,37,Unit 5 Assessment,N,50:43.2,Qz,,14,0,24,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,38,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,250.63,278,278,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,57:16.3,Hw,,10,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,40,6-2.1: Fingerprint Analysis Assignment,N,39:48.0,Hw,,9,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,47:39.9,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,42,Unit 6 Assessment,N,05:42.6,Qz,,28,0,30,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,43,7-1.1: Can You Identify a Forgery? Assignment,N,58:16.0,Hw,,10,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,44,7-2.1: Questioned Documents Case Studies DB #9,N,35:29.9,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,45,7-2.2: Handwriting Analysis,N,18:25.0,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,46,7-3.1: TWEAS Case DB #10,N,21:10.0,Hw,,5,0,5,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,47,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,32:51.1,Hw,,10,0,10,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,48,Unit 7 Assessment,N,52:19.1,Qz,,18,0,20,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,49,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,355.63,388,388,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,57:37.0,Hw,,50,0,50,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,254901,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,405.63,0,438,49:50.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,315.95,0,438,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,9,WORK ATTEMPTED,T,NULL,,,315.95,438,438,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,01:48.0,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,11,0-1.2: Intro Assignment - DB #1,N,38:14.7,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,12,0-1.3: Intro Assignment - Submitting Files,N,55:35.2,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,13,1-1.1: Lesson 1-1 Graphic Organizer,N,26:46.5,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,14,1-2.1: Explore a Career Assignment,N,09:12.8,Hw,,7.32,0,12,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,15,1-2.2: Explore a Career DB #2,N,10:51.7,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,16,1-2.3: Lesson 1-2 Graphic Organizer,N,53:36.5,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,17,Unit 1 Assessment,N,51:49.3,Qz,,20,0,20,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,18,2-1.1: Crime Scene DB #3,N,29:33.5,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,19,2-2.1: Evidence Collection DB #4,N,37:04.4,Hw,,4.5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,20,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,66.82,72,72,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,21,2-3.1: Hair Analysis Lab,N,23:32.9,Hw,,7.63,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,22,Unit 2 Assessment,N,36:50.5,Qz,,20,0,28,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,23,3-1.1: BrainPop Periodic Table of the Elements,N,56:36.4,,,2.5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,24,3-1.2: Periodic Table of the Elements Lab,N,26:49.1,Hw,,0,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,25,3-2.1: pH Analysis Lab,N,04:51.3,Hw,,9,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,26,3-3.1: Drug Analysis and Toxicology DB #5,N,39:25.4,Hw,,4.25,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,27,3-4.1: A Very Cold Case DB #6,N,53:27.8,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,28,3-4.2: Mystery Powder Lab,N,57:19.9,Hw,,9,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,29,Unit 3 Assessment,N,18:41.7,Qz,,24,0,30,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,30,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,148.2,185,185,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,31,4-1.1: Compare/Contrast Microscopes Assignment,N,41:54.3,Hw,,6,0,15,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,39:22.1,Hw,,9,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,33,Unit 4 Assessment,N,58:22.0,Qz,,14,0,24,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,34,5-1.1: BrainPop Video on DNA,N,12:19.2,,,4.5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,35,5-1.2: DNA DB #7,N,10:35.8,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,36,5-2.1: DNA Lab,N,49:44.7,Hw,,6,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,37,Unit 5 Assessment,N,58:38.2,Qz,,16,0,24,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,38,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,208.7,278,278,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,17:19.6,Hw,,10,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,40,6-2.1: Fingerprint Analysis Assignment,N,42:35.3,Hw,,6,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,46:13.5,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,42,Unit 6 Assessment,N,12:16.4,Qz,,30,0,30,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,43,7-1.1: Can You Identify a Forgery? Assignment,N,23:30.1,Hw,,0,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,44,7-2.1: Questioned Documents Case Studies DB #9,N,08:44.9,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,45,7-2.2: Handwriting Analysis,N,53:41.5,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,46,7-3.1: TWEAS Case DB #10,N,57:00.2,Hw,,5,0,5,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,47,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,04:38.5,Hw,,6,0,10,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,48,Unit 7 Assessment,N,08:35.4,Qz,,14,0,20,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,49,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,294.7,388,388,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,17:42.8,Hw,,21.25,0,50,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,258105,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,315.95,0,438,42:38.6
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,410.18,0,438,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,9,WORK ATTEMPTED,T,NULL,,,410.18,438,438,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,59:04.4,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,11,0-1.2: Intro Assignment - DB #1,N,10:14.9,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,12,0-1.3: Intro Assignment - Submitting Files,N,29:29.6,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,13,1-1.1: Lesson 1-1 Graphic Organizer,N,28:39.7,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,14,1-2.1: Explore a Career Assignment,N,26:52.4,Hw,,12,0,12,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,15,1-2.2: Explore a Career DB #2,N,29:31.6,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,16,1-2.3: Lesson 1-2 Graphic Organizer,N,46:33.8,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,17,Unit 1 Assessment,N,21:02.0,Qz,,20,0,20,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,18,2-1.1: Crime Scene DB #3,N,59:08.4,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,19,2-2.1: Evidence Collection DB #4,N,47:04.4,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,20,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,72,72,72,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,21,2-3.1: Hair Analysis Lab,N,47:43.0,Hw,,9.38,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,22,Unit 2 Assessment,N,26:27.4,Qz,,28,0,28,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,23,3-1.1: BrainPop Periodic Table of the Elements,N,50:48.3,,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,24,3-1.2: Periodic Table of the Elements Lab,N,49:18.7,Hw,,9,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,25,3-2.1: pH Analysis Lab,N,21:25.1,Hw,,10,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,26,3-3.1: Drug Analysis and Toxicology DB #5,N,00:26.2,Hw,,4.8,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,27,3-4.1: A Very Cold Case DB #6,N,45:48.8,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,28,3-4.2: Mystery Powder Lab,N,38:47.3,Hw,,4.5,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,29,Unit 3 Assessment,N,29:13.8,Qz,,30,0,30,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,30,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,177.68,185,185,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,31,4-1.1: Compare/Contrast Microscopes Assignment,N,13:36.6,Hw,,15,0,15,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,41:40.7,Hw,,9.5,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,33,Unit 4 Assessment,N,03:08.0,Qz,,18,0,24,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,34,5-1.1: BrainPop Video on DNA,N,35:52.5,,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,35,5-1.2: DNA DB #7,N,40:36.2,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,36,5-2.1: DNA Lab,N,48:31.2,Hw,,10,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,37,Unit 5 Assessment,N,42:13.3,Qz,,18,0,24,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,38,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,258.18,278,278,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,53:11.5,Hw,,10,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,40,6-2.1: Fingerprint Analysis Assignment,N,21:31.2,Hw,,8,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,47:25.1,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,42,Unit 6 Assessment,N,58:58.9,Qz,,30,0,30,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,43,7-1.1: Can You Identify a Forgery? Assignment,N,06:49.1,Hw,,10,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,44,7-2.1: Questioned Documents Case Studies DB #9,N,36:54.2,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,45,7-2.2: Handwriting Analysis,N,48:08.4,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,46,7-3.1: TWEAS Case DB #10,N,02:02.4,Hw,,5,0,5,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,47,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,18:53.7,Hw,,10,0,10,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,48,Unit 7 Assessment,N,38:23.9,Qz,,14,0,20,38:52.3
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,255325,49,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,360.18,388,388,38:52.3
